Identificacion;Sucursal;Ciudad;Tipo de cliente;Genero;Categoria;Precio unitario;Cantidad;Impuesto 5%;Total;Fecha;Hora;Metodo de pago;cogs;Porcentaje de margen bruto;Ingresos brutos;Clasificacion
686-46-7838;C;Yangon;Normal;Masculino;Accesorios de moda;60.38;7;21.13;443.79;23/01/2019;17:16;Tarjeta de crédito;422.66;4.76;21.13;6.6
624-22-5850;A;Yangon;Normal;Masculino;Accesorios electrónicos;40.3;5;10.08;211.58;02/01/2019;19:38;Tarjeta de crédito;201.5;4.76;10.08;6.2
842-38-7756;C;Mandalay;Normal;Femenino;Accesorios de moda;75.88;1;3.79;79.67;18/03/2019;16:26;Billetera electrónica;75.88;4.76;3.79;9.8
360-44-2277;C;Yangon;Miembro;Masculino;Deportes y viajes;63.91;10;31.96;671.06;19/03/2019;12:15;Tarjeta de crédito;639.1;4.76;31.96;8.6
867-66-7527;C;Yangon;Normal;Masculino;Hogar y estilo de vida;53.17;4;10.63;223.31;07/02/2019;16:03;Tarjeta de crédito;212.68;4.76;10.63;8.7
015-52-6050;B;Naypyitaw;Normal;Femenino;Deportes y viajes;16.45;3;2.47;51.82;05/03/2019;10:55;Dinero en efectivo;49.35;4.77;2.47;7.0
662-45-5674;B;Mandalay;Miembro;Femenino;Hogar y estilo de vida;86.13;2;8.61;180.87;24/01/2019;16:05;Dinero en efectivo;172.26;4.76;8.61;7.0
635-30-8024;C;Mandalay;Miembro;Femenino;Deportes y viajes;85.91;6;25.77;541.23;23/01/2019;10:17;Billetera electrónica;515.46;4.76;25.77;7.4
648-27-6033;C;Mandalay;Normal;Masculino;Comida y bebidas;62.87;2;6.29;132.03;15/01/2019;19:05;Billetera electrónica;125.74;4.76;6.29;5.4
071-24-2406;A;Yangon;Normal;Masculino;Deportes y viajes;60.38;6;18.11;380.39;28/01/2019;15:32;Tarjeta de crédito;362.28;4.76;18.11;6.5
100-10-5540;C;Mandalay;Normal;Femenino;Salud y belleza;27.28;6;8.18;171.86;10/01/2019;11:22;Tarjeta de crédito;163.68;4.76;8.18;5.0
613-53-0360;A;Naypyitaw;Miembro;Femenino;Salud y belleza;51.13;7;17.9;375.81;28/01/2019;19:55;Billetera electrónica;357.91;4.76;17.9;7.1
052-44-1341;C;Yangon;Normal;Femenino;Accesorios de moda;63.88;7;22.36;469.52;22/01/2019;19:26;Billetera electrónica;447.16;4.76;22.36;4.5
330-84-1720;A;Naypyitaw;Normal;Masculino;Accesorios electrónicos;40.35;6;12.11;254.21;23/01/2019;10:39;Billetera electrónica;242.1;4.76;12.11;8.1
151-24-6041;A;Naypyitaw;Miembro;Femenino;Deportes y viajes;68.97;6;20.69;434.51;26/01/2019;10:18;Billetera electrónica;413.82;4.76;20.69;7.2
000-85-4871;B;Yangon;Normal;Femenino;Salud y belleza;55.45;1;2.77;58.22;31/01/2019;18:15;Billetera electrónica;55.45;4.76;2.77;6.3
622-58-1215;A;Mandalay;Miembro;Masculino;Deportes y viajes;99.83;4;19.97;419.29;03/01/2019;20:42;Dinero en efectivo;399.32;4.76;19.97;4.9
721-65-8415;B;Mandalay;Normal;Masculino;Accesorios electrónicos;27.93;9;12.57;263.94;10/03/2019;13:37;Tarjeta de crédito;251.37;4.76;12.57;6.2
360-50-7670;A;Naypyitaw;Normal;Masculino;Accesorios de moda;89.06;4;17.81;374.05;27/01/2019;12:31;Dinero en efectivo;356.24;4.76;17.81;8.1
735-24-5688;C;Yangon;Normal;Masculino;Hogar y estilo de vida;16.48;2;1.65;34.61;04/02/2019;11:40;Tarjeta de crédito;32.96;4.77;1.65;9.0
344-87-8867;A;Naypyitaw;Normal;Femenino;Deportes y viajes;30.68;9;13.81;289.93;04/02/2019;17:24;Dinero en efectivo;276.12;4.76;13.81;7.3
563-40-8853;B;Mandalay;Normal;Masculino;Accesorios electrónicos;71.38;4;14.28;299.8;14/01/2019;14:19;Dinero en efectivo;285.52;4.76;14.28;4.8
406-62-6274;B;Yangon;Miembro;Masculino;Hogar y estilo de vida;36.85;5;9.21;193.46;23/01/2019;16:28;Billetera electrónica;184.25;4.76;9.21;8.8
276-37-8351;A;Mandalay;Miembro;Femenino;Salud y belleza;62.48;2;6.25;131.21;09/02/2019;13:23;Tarjeta de crédito;124.96;4.76;6.25;6.8
662-70-7341;C;Yangon;Normal;Femenino;Accesorios electrónicos;55.97;9;25.19;528.92;19/02/2019;15:06;Billetera electrónica;503.73;4.76;25.19;7.5
685-86-6456;A;Mandalay;Miembro;Femenino;Comida y bebidas;60.41;9;27.18;570.87;11/02/2019;16:54;Tarjeta de crédito;543.69;4.76;27.18;7.8
841-45-6204;A;Mandalay;Miembro;Masculino;Salud y belleza;81.95;9;36.88;774.43;17/02/2019;11:22;Billetera electrónica;737.55;4.76;36.88;10.0
507-30-0602;A;Yangon;Normal;Masculino;Hogar y estilo de vida;64.08;2;6.41;134.57;27/01/2019;12:44;Tarjeta de crédito;128.16;4.76;6.41;6.8
756-80-2172;A;Yangon;Miembro;Masculino;Deportes y viajes;98.79;6;29.64;622.38;05/02/2019;18:27;Tarjeta de crédito;592.74;4.76;29.64;7.5
361-56-6458;C;Yangon;Miembro;Femenino;Hogar y estilo de vida;75.88;7;26.56;557.72;15/02/2019;12:51;Tarjeta de crédito;531.16;4.76;26.56;9.2
526-72-5706;A;Mandalay;Miembro;Femenino;Accesorios electrónicos;25.7;6;7.71;161.91;03/03/2019;17:30;Tarjeta de crédito;154.2;4.76;7.71;4.3
668-88-8805;B;Yangon;Normal;Femenino;Deportes y viajes;11.94;5;2.98;62.68;07/02/2019;10:40;Billetera electrónica;59.7;4.75;2.98;7.7
236-35-3061;C;Naypyitaw;Miembro;Masculino;Salud y belleza;87.1;9;39.2;823.1;24/02/2019;15:07;Tarjeta de crédito;783.9;4.76;39.2;7.0
167-53-3808;A;Yangon;Miembro;Femenino;Accesorios de moda;98.79;4;19.76;414.92;13/03/2019;10:41;Tarjeta de crédito;395.16;4.76;19.76;6.0
831-72-4543;B;Yangon;Miembro;Femenino;Deportes y viajes;16.48;7;5.77;121.13;01/01/2019;12:40;Dinero en efectivo;115.36;4.76;5.77;4.4
347-78-0571;B;Yangon;Normal;Femenino;Accesorios electrónicos;95.46;5;23.86;501.16;01/03/2019;16:58;Billetera electrónica;477.3;4.76;23.86;7.1
044-73-2765;A;Mandalay;Miembro;Femenino;Accesorios de moda;90.53;10;45.26;950.56;30/01/2019;12:16;Dinero en efectivo;905.3;4.76;45.26;7.8
048-55-8070;A;Yangon;Normal;Masculino;Salud y belleza;87.8;5;21.95;460.95;11/03/2019;13:35;Billetera electrónica;439.0;4.76;21.95;7.2
144-44-3787;A;Yangon;Miembro;Masculino;Deportes y viajes;53.72;10;26.86;564.06;16/02/2019;14:43;Billetera electrónica;537.2;4.76;26.86;5.5
887-80-7885;C;Yangon;Normal;Femenino;Salud y belleza;29.22;6;8.77;184.09;26/01/2019;11:52;Billetera electrónica;175.32;4.76;8.77;6.2
421-38-4068;C;Yangon;Miembro;Masculino;Accesorios de moda;97.79;5;24.45;513.4;25/03/2019;18:00;Tarjeta de crédito;488.95;4.76;24.45;5.2
854-05-5724;A;Yangon;Normal;Femenino;Accesorios de moda;88.31;1;4.42;92.73;28/03/2019;15:04;Tarjeta de crédito;88.31;4.77;4.42;5.7
247-13-5021;C;Mandalay;Miembro;Femenino;Deportes y viajes;52.34;10;26.17;549.57;29/01/2019;14:06;Tarjeta de crédito;523.4;4.76;26.17;6.4
640-20-0082;A;Mandalay;Normal;Masculino;Accesorios de moda;88.61;7;31.01;651.28;18/03/2019;13:14;Tarjeta de crédito;620.27;4.76;31.01;7.9
641-37-7205;A;Naypyitaw;Miembro;Femenino;Hogar y estilo de vida;51.52;9;23.18;486.86;24/03/2019;10:26;Dinero en efectivo;463.68;4.76;23.18;7.1
023-58-8475;C;Naypyitaw;Normal;Masculino;Hogar y estilo de vida;51.13;9;23.01;483.18;20/03/2019;15:10;Dinero en efectivo;460.17;4.76;23.01;5.3
542-42-6084;C;Yangon;Miembro;Femenino;Hogar y estilo de vida;37.48;8;14.99;314.83;14/03/2019;17:36;Tarjeta de crédito;299.84;4.76;14.99;6.6
247-26-0678;C;Naypyitaw;Miembro;Femenino;Accesorios electrónicos;67.77;2;6.78;142.32;26/01/2019;14:20;Tarjeta de crédito;135.54;4.76;6.78;5.8
307-36-5630;C;Yangon;Miembro;Femenino;Deportes y viajes;38.54;8;15.42;323.74;23/01/2019;18:03;Billetera electrónica;308.32;4.76;15.42;5.0
376-88-7078;B;Mandalay;Miembro;Masculino;Accesorios de moda;56.0;10;28.0;588.0;24/02/2019;10:16;Dinero en efectivo;560.0;4.76;28.0;9.2
351-82-5337;B;Naypyitaw;Normal;Femenino;Deportes y viajes;76.92;9;34.61;726.89;27/02/2019;17:56;Tarjeta de crédito;692.28;4.76;34.61;4.2
483-26-2745;A;Mandalay;Normal;Femenino;Deportes y viajes;73.05;10;36.52;767.02;14/03/2019;11:18;Tarjeta de crédito;730.5;4.76;36.52;8.9
112-40-7070;C;Naypyitaw;Miembro;Masculino;Deportes y viajes;14.36;10;7.18;150.78;26/01/2019;13:48;Dinero en efectivo;143.6;4.76;7.18;9.4
650-00-8083;C;Naypyitaw;Normal;Masculino;Deportes y viajes;83.77;6;25.13;527.75;26/01/2019;13:08;Billetera electrónica;502.62;4.76;25.13;7.2
523-78-5473;B;Yangon;Miembro;Femenino;Hogar y estilo de vida;18.85;9;8.48;178.13;04/01/2019;11:32;Dinero en efectivo;169.65;4.76;8.48;5.1
772-73-2504;B;Naypyitaw;Miembro;Femenino;Accesorios electrónicos;35.38;4;7.08;148.6;14/01/2019;17:54;Billetera electrónica;141.52;4.76;7.08;9.5
387-82-4217;C;Yangon;Miembro;Femenino;Deportes y viajes;86.13;10;43.06;904.36;08/03/2019;18:04;Billetera electrónica;861.3;4.76;43.06;6.5
705-81-4237;B;Mandalay;Miembro;Masculino;Accesorios electrónicos;56.69;5;14.17;297.62;19/03/2019;12:43;Tarjeta de crédito;283.45;4.76;14.17;8.6
333-56-7073;C;Yangon;Miembro;Femenino;Accesorios electrónicos;46.33;10;23.16;486.46;04/03/2019;10:53;Dinero en efectivo;463.3;4.76;23.16;8.0
854-31-0855;C;Yangon;Normal;Masculino;Comida y bebidas;12.34;2;1.23;25.91;10/01/2019;13:53;Dinero en efectivo;24.68;4.75;1.23;4.1
220-28-6555;A;Naypyitaw;Miembro;Masculino;Hogar y estilo de vida;26.02;5;6.5;136.6;01/01/2019;16:36;Dinero en efectivo;130.1;4.76;6.5;7.3
030-26-2845;C;Yangon;Normal;Masculino;Comida y bebidas;39.75;4;7.95;166.95;16/01/2019;20:18;Dinero en efectivo;159.0;4.76;7.95;4.8
861-82-3000;C;Mandalay;Miembro;Femenino;Deportes y viajes;32.71;3;4.91;103.04;17/02/2019;19:09;Billetera electrónica;98.13;4.77;4.91;5.1
045-53-1713;B;Yangon;Normal;Femenino;Accesorios electrónicos;97.74;3;14.66;307.88;19/03/2019;19:30;Dinero en efectivo;293.22;4.76;14.66;5.5
374-68-6008;C;Naypyitaw;Miembro;Femenino;Salud y belleza;36.36;7;12.73;267.25;28/01/2019;17:36;Billetera electrónica;254.52;4.76;12.73;8.2
277-64-7087;B;Mandalay;Miembro;Femenino;Accesorios de moda;55.07;9;24.78;520.41;17/02/2019;17:36;Billetera electrónica;495.63;4.76;24.78;6.4
681-81-4057;A;Yangon;Miembro;Femenino;Salud y belleza;34.56;1;1.73;36.29;09/03/2019;19:53;Dinero en efectivo;34.56;4.77;1.73;5.1
885-83-1251;B;Mandalay;Normal;Masculino;Accesorios electrónicos;71.68;2;7.17;150.53;16/03/2019;15:59;Tarjeta de crédito;143.36;4.76;7.17;8.2
157-34-6426;B;Yangon;Normal;Femenino;Accesorios electrónicos;93.96;5;23.49;493.29;27/03/2019;19:39;Billetera electrónica;469.8;4.76;23.49;7.2
147-83-1702;A;Yangon;Miembro;Masculino;Comida y bebidas;19.66;4;3.93;82.57;07/02/2019;20:36;Tarjeta de crédito;78.64;4.76;3.93;7.4
416-48-1356;A;Mandalay;Normal;Femenino;Hogar y estilo de vida;45.38;3;6.81;142.95;01/01/2019;16:24;Dinero en efectivo;136.14;4.76;6.81;6.1
470-25-5750;C;Naypyitaw;Normal;Femenino;Comida y bebidas;29.56;9;13.3;279.34;25/01/2019;10:33;Tarjeta de crédito;266.04;4.76;13.3;9.0
174-58-1634;C;Yangon;Miembro;Femenino;Hogar y estilo de vida;88.67;3;13.3;279.31;24/02/2019;16:23;Billetera electrónica;266.01;4.76;13.3;8.7
758-52-4141;A;Yangon;Miembro;Masculino;Hogar y estilo de vida;21.82;10;10.91;229.11;06/03/2019;13:44;Dinero en efectivo;218.2;4.76;10.91;8.4
485-18-8142;C;Mandalay;Normal;Masculino;Deportes y viajes;51.28;6;15.38;323.06;21/01/2019;11:21;Tarjeta de crédito;307.68;4.76;15.38;7.6
085-31-3187;A;Yangon;Miembro;Masculino;Salud y belleza;67.99;8;27.2;571.12;05/01/2019;14:57;Tarjeta de crédito;543.92;4.76;27.2;7.2
052-71-3375;C;Naypyitaw;Miembro;Masculino;Accesorios electrónicos;81.23;4;16.25;341.17;19/01/2019;15:04;Dinero en efectivo;324.92;4.76;16.25;9.1
384-24-6688;B;Yangon;Normal;Femenino;Salud y belleza;79.86;2;7.99;167.71;11/02/2019;17:55;Tarjeta de crédito;159.72;4.76;7.99;5.5
327-37-7213;A;Naypyitaw;Normal;Femenino;Accesorios electrónicos;75.88;10;37.94;796.74;07/02/2019;11:26;Tarjeta de crédito;758.8;4.76;37.94;9.3
451-24-7046;B;Yangon;Normal;Masculino;Salud y belleza;22.96;1;1.15;24.11;24/03/2019;14:06;Billetera electrónica;22.96;4.77;1.15;6.9
543-41-8012;A;Mandalay;Miembro;Femenino;Deportes y viajes;76.92;3;11.54;242.3;06/02/2019;11:59;Tarjeta de crédito;230.76;4.76;11.54;6.5
785-48-0502;C;Mandalay;Normal;Femenino;Hogar y estilo de vida;67.99;2;6.8;142.78;19/03/2019;20:01;Dinero en efectivo;135.98;4.76;6.8;8.0
057-16-6054;C;Mandalay;Normal;Masculino;Salud y belleza;23.82;4;4.76;100.04;23/03/2019;20:30;Billetera electrónica;95.28;4.76;4.76;9.2
161-47-3113;A;Yangon;Miembro;Masculino;Accesorios de moda;46.41;7;16.24;341.11;14/03/2019;19:12;Tarjeta de crédito;324.87;4.76;16.24;4.2
038-82-3525;A;Naypyitaw;Miembro;Masculino;Salud y belleza;33.84;8;13.54;284.26;17/02/2019;10:50;Dinero en efectivo;270.72;4.76;13.54;7.6
824-51-6211;C;Mandalay;Miembro;Masculino;Accesorios de moda;51.19;3;7.68;161.25;09/01/2019;19:07;Tarjeta de crédito;153.57;4.76;7.68;7.3
181-24-2117;C;Yangon;Miembro;Femenino;Comida y bebidas;89.21;5;22.3;468.35;14/01/2019;13:54;Dinero en efectivo;446.05;4.76;22.3;7.9
153-76-2358;C;Naypyitaw;Miembro;Masculino;Deportes y viajes;23.07;7;8.07;169.56;19/03/2019;10:17;Billetera electrónica;161.49;4.76;8.07;9.1
613-83-8620;C;Naypyitaw;Miembro;Femenino;Accesorios de moda;40.35;10;20.18;423.68;14/01/2019;11:49;Dinero en efectivo;403.5;4.76;20.18;6.0
116-44-1378;B;Naypyitaw;Normal;Femenino;Comida y bebidas;55.97;7;19.59;411.38;25/02/2019;11:17;Billetera electrónica;391.79;4.76;19.59;4.0
277-67-3171;C;Naypyitaw;Miembro;Masculino;Accesorios de moda;89.8;9;40.41;848.61;08/01/2019;17:11;Dinero en efectivo;808.2;4.76;40.41;4.1
136-18-4358;B;Yangon;Miembro;Femenino;Hogar y estilo de vida;76.52;5;19.13;401.73;31/01/2019;20:10;Billetera electrónica;382.6;4.76;19.13;6.2
707-66-5703;B;Yangon;Normal;Femenino;Accesorios de moda;48.61;8;19.44;408.32;10/01/2019;17:08;Tarjeta de crédito;388.88;4.76;19.44;5.8
733-10-0613;C;Mandalay;Miembro;Masculino;Accesorios de moda;79.54;5;19.89;417.59;07/03/2019;11:12;Tarjeta de crédito;397.7;4.76;19.89;6.6
870-22-6737;B;Yangon;Normal;Masculino;Hogar y estilo de vida;92.36;3;13.85;290.93;28/01/2019;14:13;Billetera electrónica;277.08;4.76;13.85;6.5
474-07-7517;C;Mandalay;Normal;Masculino;Hogar y estilo de vida;77.63;6;23.29;489.07;27/03/2019;15:30;Tarjeta de crédito;465.78;4.76;23.29;5.9
857-58-6648;B;Yangon;Normal;Masculino;Accesorios de moda;39.75;10;19.88;417.38;12/01/2019;20:42;Dinero en efectivo;397.5;4.76;19.88;4.2
313-27-5533;C;Mandalay;Normal;Masculino;Deportes y viajes;41.5;4;8.3;174.3;28/01/2019;19:57;Dinero en efectivo;166.0;4.76;8.3;5.6
302-44-3288;C;Mandalay;Miembro;Femenino;Accesorios de moda;62.18;8;24.87;522.31;21/03/2019;16:48;Dinero en efectivo;497.44;4.76;24.87;7.1
423-08-7637;A;Naypyitaw;Normal;Femenino;Accesorios de moda;21.12;2;2.11;44.35;30/03/2019;13:07;Dinero en efectivo;42.24;4.76;2.11;5.6
645-00-5330;A;Mandalay;Normal;Masculino;Salud y belleza;12.1;7;4.24;88.94;16/03/2019;13:42;Tarjeta de crédito;84.7;4.77;4.24;8.8
501-76-3118;A;Yangon;Miembro;Masculino;Salud y belleza;87.9;4;17.58;369.18;16/03/2019;17:36;Dinero en efectivo;351.6;4.76;17.58;8.7
744-30-0145;C;Mandalay;Miembro;Femenino;Accesorios electrónicos;47.67;6;14.3;300.32;19/03/2019;10:18;Tarjeta de crédito;286.02;4.76;14.3;9.8
736-70-1151;A;Naypyitaw;Miembro;Femenino;Hogar y estilo de vida;56.13;1;2.81;58.94;27/03/2019;11:40;Billetera electrónica;56.13;4.77;2.81;4.2
257-41-4440;C;Mandalay;Miembro;Femenino;Deportes y viajes;71.68;8;28.67;602.11;08/01/2019;11:00;Billetera electrónica;573.44;4.76;28.67;9.5
535-30-1284;A;Mandalay;Normal;Femenino;Salud y belleza;28.31;6;8.49;178.35;30/01/2019;13:41;Tarjeta de crédito;169.86;4.76;8.49;4.9
373-71-3503;B;Naypyitaw;Miembro;Femenino;Deportes y viajes;73.38;5;18.34;385.24;25/03/2019;18:19;Tarjeta de crédito;366.9;4.76;18.34;6.6
438-28-3105;B;Yangon;Miembro;Femenino;Accesorios electrónicos;23.46;9;10.56;221.7;15/02/2019;17:58;Dinero en efectivo;211.14;4.76;10.56;5.2
643-83-6138;C;Yangon;Miembro;Femenino;Accesorios electrónicos;96.52;9;43.43;912.11;21/02/2019;15:53;Dinero en efectivo;868.68;4.76;43.43;7.2
778-66-7484;C;Yangon;Miembro;Femenino;Deportes y viajes;39.42;9;17.74;372.52;28/02/2019;20:35;Tarjeta de crédito;354.78;4.76;17.74;6.6
222-07-5318;A;Yangon;Normal;Masculino;Deportes y viajes;10.16;5;2.54;53.34;09/03/2019;15:28;Dinero en efectivo;50.8;4.76;2.54;5.4
626-82-4717;A;Naypyitaw;Normal;Femenino;Accesorios electrónicos;87.08;8;34.83;731.47;04/02/2019;11:45;Dinero en efectivo;696.64;4.76;34.83;6.4
378-30-5887;B;Mandalay;Miembro;Masculino;Comida y bebidas;62.0;8;24.8;520.8;05/02/2019;19:30;Dinero en efectivo;496.0;4.76;24.8;7.7
236-15-4781;B;Mandalay;Normal;Femenino;Comida y bebidas;28.45;9;12.8;268.85;28/03/2019;13:45;Tarjeta de crédito;256.05;4.76;12.8;6.0
318-23-7040;C;Naypyitaw;Miembro;Masculino;Deportes y viajes;10.13;1;0.51;10.64;18/01/2019;10:39;Tarjeta de crédito;10.13;4.79;0.51;4.6
215-68-5415;A;Mandalay;Miembro;Masculino;Hogar y estilo de vida;35.49;3;5.32;111.79;26/03/2019;10:36;Billetera electrónica;106.47;4.76;5.32;4.1
804-34-7703;A;Yangon;Normal;Femenino;Accesorios de moda;55.39;6;16.62;348.96;25/02/2019;15:09;Dinero en efectivo;332.34;4.76;16.62;4.2
546-37-7843;C;Mandalay;Normal;Femenino;Salud y belleza;42.85;1;2.14;44.99;27/02/2019;13:41;Dinero en efectivo;42.85;4.76;2.14;6.7
287-83-1612;A;Yangon;Normal;Femenino;Accesorios de moda;90.22;1;4.51;94.73;07/03/2019;15:48;Billetera electrónica;90.22;4.76;4.51;8.9
325-83-6162;A;Yangon;Normal;Femenino;Hogar y estilo de vida;16.16;3;2.42;50.9;04/01/2019;15:05;Tarjeta de crédito;48.48;4.75;2.42;7.8
808-61-0463;C;Naypyitaw;Normal;Femenino;Accesorios electrónicos;71.92;8;28.77;604.13;20/03/2019;10:36;Billetera electrónica;575.36;4.76;28.77;7.3
526-07-1040;A;Yangon;Normal;Masculino;Deportes y viajes;79.54;9;35.79;751.65;12/01/2019;17:38;Billetera electrónica;715.86;4.76;35.79;5.1
365-48-3186;B;Mandalay;Normal;Masculino;Deportes y viajes;31.77;5;7.94;166.79;07/03/2019;16:23;Dinero en efectivo;158.85;4.76;7.94;5.0
647-41-0510;A;Yangon;Normal;Femenino;Comida y bebidas;77.04;7;26.96;566.24;05/01/2019;20:26;Billetera electrónica;539.28;4.76;26.96;6.0
648-02-1588;C;Mandalay;Normal;Femenino;Accesorios electrónicos;97.61;9;43.92;922.41;15/02/2019;16:28;Tarjeta de crédito;878.49;4.76;43.92;6.0
528-44-7587;A;Yangon;Miembro;Femenino;Hogar y estilo de vida;84.09;1;4.2;88.29;30/01/2019;17:55;Dinero en efectivo;84.09;4.76;4.2;8.4
108-26-0484;C;Yangon;Miembro;Femenino;Salud y belleza;19.1;2;1.91;40.11;09/02/2019;19:12;Dinero en efectivo;38.2;4.76;1.91;6.1
241-30-1225;C;Naypyitaw;Miembro;Masculino;Deportes y viajes;74.86;6;22.46;471.62;03/01/2019;14:20;Billetera electrónica;449.16;4.76;22.46;9.8
045-23-3020;A;Mandalay;Miembro;Masculino;Salud y belleza;60.47;3;9.07;190.48;04/02/2019;11:26;Dinero en efectivo;181.41;4.76;9.07;7.4
575-31-0404;A;Naypyitaw;Normal;Femenino;Hogar y estilo de vida;60.08;1;3.0;63.08;01/03/2019;16:04;Dinero en efectivo;60.08;4.76;3.0;4.2
022-20-7031;A;Mandalay;Normal;Masculino;Accesorios electrónicos;60.96;1;3.05;64.01;15/01/2019;20:21;Billetera electrónica;60.96;4.76;3.05;4.4
381-83-2275;A;Yangon;Normal;Masculino;Accesorios electrónicos;37.0;9;16.65;349.65;19/02/2019;11:30;Billetera electrónica;333.0;4.76;16.65;7.0
123-46-5385;B;Naypyitaw;Normal;Femenino;Comida y bebidas;93.26;2;9.33;195.85;14/03/2019;10:05;Dinero en efectivo;186.52;4.76;9.33;4.5
570-70-0470;A;Naypyitaw;Normal;Femenino;Salud y belleza;64.19;4;12.84;269.6;26/02/2019;16:43;Billetera electrónica;256.76;4.76;12.84;6.8
106-78-5468;B;Mandalay;Miembro;Femenino;Salud y belleza;54.45;4;10.89;228.69;29/01/2019;19:07;Dinero en efectivo;217.8;4.76;10.89;6.4
437-64-4510;C;Naypyitaw;Miembro;Femenino;Accesorios de moda;20.97;9;9.44;198.17;13/01/2019;12:16;Billetera electrónica;188.73;4.76;9.44;7.3
304-03-5641;C;Yangon;Normal;Femenino;Accesorios electrónicos;39.91;3;5.99;125.72;04/01/2019;18:45;Tarjeta de crédito;119.73;4.76;5.99;8.3
044-08-7063;A;Naypyitaw;Normal;Femenino;Hogar y estilo de vida;83.08;9;37.39;785.11;10/03/2019;14:45;Dinero en efectivo;747.72;4.76;37.39;7.5
316-25-5868;B;Yangon;Normal;Masculino;Accesorios electrónicos;39.21;3;5.88;123.51;17/01/2019;20:26;Dinero en efectivo;117.63;4.76;5.88;8.2
505-74-4457;B;Naypyitaw;Normal;Femenino;Hogar y estilo de vida;39.12;3;5.87;123.23;02/03/2019;14:04;Dinero en efectivo;117.36;4.76;5.87;6.3
162-54-7043;A;Yangon;Miembro;Femenino;Accesorios electrónicos;22.32;7;7.81;164.05;27/02/2019;14:55;Billetera electrónica;156.24;4.76;7.81;6.0
030-61-1762;A;Naypyitaw;Miembro;Masculino;Accesorios electrónicos;74.69;1;3.73;78.42;14/01/2019;10:54;Billetera electrónica;74.69;4.76;3.73;8.0
508-81-5852;C;Naypyitaw;Normal;Femenino;Hogar y estilo de vida;31.9;3;4.78;100.48;25/01/2019;19:44;Dinero en efectivo;95.7;4.76;4.78;4.2
306-54-4252;B;Naypyitaw;Miembro;Femenino;Comida y bebidas;35.89;5;8.97;188.42;03/02/2019;16:40;Billetera electrónica;179.45;4.76;8.97;9.6
418-84-4158;A;Naypyitaw;Miembro;Masculino;Hogar y estilo de vida;72.04;1;3.6;75.64;19/03/2019;20:40;Dinero en efectivo;72.04;4.76;3.6;9.3
576-23-4310;B;Naypyitaw;Normal;Femenino;Accesorios de moda;98.52;4;19.7;413.78;26/01/2019;15:49;Billetera electrónica;394.08;4.76;19.7;5.5
073-08-5343;A;Naypyitaw;Miembro;Femenino;Hogar y estilo de vida;52.79;7;18.48;388.01;05/02/2019;16:06;Billetera electrónica;369.53;4.76;18.48;7.6
344-87-0310;A;Naypyitaw;Miembro;Femenino;Salud y belleza;99.3;6;29.79;625.59;26/01/2019;10:43;Tarjeta de crédito;595.8;4.76;29.79;9.4
035-40-4103;C;Yangon;Normal;Femenino;Comida y bebidas;33.33;10;16.66;349.96;08/02/2019;17:54;Tarjeta de crédito;333.3;4.76;16.66;7.0
866-88-8070;B;Yangon;Miembro;Femenino;Salud y belleza;91.35;3;13.7;287.75;19/01/2019;19:18;Dinero en efectivo;274.05;4.76;13.7;5.2
508-26-8568;B;Yangon;Miembro;Femenino;Accesorios de moda;64.97;4;12.99;272.87;10/02/2019;20:48;Dinero en efectivo;259.88;4.76;12.99;4.3
504-44-3141;C;Yangon;Normal;Femenino;Accesorios electrónicos;83.77;3;12.57;263.88;27/01/2019;18:06;Tarjeta de crédito;251.31;4.76;12.57;7.7
850-67-8265;C;Naypyitaw;Normal;Femenino;Comida y bebidas;87.08;5;21.77;457.17;11/01/2019;10:17;Tarjeta de crédito;435.4;4.76;21.77;5.7
645-24-1801;B;Naypyitaw;Miembro;Masculino;Comida y bebidas;48.96;6;14.69;308.45;28/01/2019;20:13;Dinero en efectivo;293.76;4.76;14.69;4.4
356-30-2326;A;Yangon;Normal;Femenino;Salud y belleza;41.66;10;20.83;437.43;28/03/2019;19:48;Tarjeta de crédito;416.6;4.76;20.83;6.0
776-85-2568;A;Yangon;Miembro;Masculino;Salud y belleza;95.42;2;9.54;200.38;23/02/2019;15:54;Billetera electrónica;190.84;4.76;9.54;9.0
173-18-7440;A;Mandalay;Miembro;Masculino;Deportes y viajes;93.31;2;9.33;195.95;27/02/2019;20:52;Tarjeta de crédito;186.62;4.76;9.33;5.2
787-42-7444;A;Mandalay;Miembro;Femenino;Comida y bebidas;15.81;8;6.32;132.8;02/03/2019;15:44;Tarjeta de crédito;126.48;4.76;6.32;7.7
421-43-4880;A;Naypyitaw;Normal;Femenino;Comida y bebidas;99.89;7;34.96;734.19;30/03/2019;16:24;Billetera electrónica;699.23;4.76;34.96;7.9
541-03-4604;A;Mandalay;Normal;Masculino;Hogar y estilo de vida;31.84;1;1.59;33.43;07/01/2019;13:41;Billetera electrónica;31.84;4.76;1.59;9.3
151-28-2633;C;Yangon;Normal;Masculino;Comida y bebidas;10.53;7;3.69;77.4;17/02/2019;19:30;Billetera electrónica;73.71;4.77;3.69;5.7
544-35-8603;A;Naypyitaw;Normal;Femenino;Comida y bebidas;99.96;10;49.98;1049.58;03/01/2019;10:26;Tarjeta de crédito;999.6;4.76;49.98;9.2
